id,trip_duration
id1817135,548.2869
id0882694,1127.5005
id0540944,1597.6777
id0979104,921.2238
id3868186,844.4307
id3950092,611.169
id0428482,501.1296
id2045779,1056.9692
id2439920,388.28012
id3586911,481.18484
id0443535,300.32373
id2596444,484.12994
id2931939,1037.4601
id0540341,851.74805
id2616628,214.68805
id3034799,488.6
id3222204,1758.8197
id2835759,2513.5623
id3139459,410.10254
id0796375,199.3423
id3008846,249.16089
id0452594,189.66252
id1666381,1039.6733
id0964749,707.45197
id2043332,386.8997
id3296495,396.6051
id1884610,1272.0027
id3648307,594.5841
id2042569,405.66583
id3407813,420.2736
id3392075,507.35413
id1314810,554.39325
id0674205,706.5337
id2259327,1395.5448
id3554200,1709.1338
id2959578,579.09564
id2101289,828.9492
id2620554,289.98596
id0062062,167.0192
id2628868,546.35315
id2048546,322.43106
id2063801,686.6165
id3007420,209.10173
id0661890,569.1365
id2040605,576.4983
id0548071,131.45416
id3271706,277.237
id2108929,592.3314
id0972627,265.8916
id0765525,1139.1174
id0890674,682.2721
id3633192,2005.311
id0222771,533.8466
id1543014,164.58864
id0169258,381.76202
id3232042,265.24612
id1827664,221.51202
id3404851,289.01147
id3465331,595.9639
id3441948,1163.765
id3875700,667.223
id1566307,698.89044
id1308753,232.87132
id3006241,1050.0273
id0694050,574.2875
id2510310,283.35428
id3086181,201.35196
id1238497,657.3813
id2144017,758.9967
id2084723,564.4173
id2165895,419.71793
id2099179,328.40295
id1706643,3967.2798
id3967747,465.57715
id3827681,632.5076
id0500504,1153.3667
id3672159,886.4625
id1319146,323.9683
id2054312,361.50845
id3397301,394.31915
id3206436,243.65973
id2618057,388.34064
id1211367,756.755
id0631706,151.52281
id3529425,337.46088
id2962471,320.93854
id1485085,234.7609
id3576098,1474.5503
id1099580,424.69995
id2935113,223.92612
id0962599,404.27997
id3954238,453.51968
id2988469,289.15088
id3373841,298.12482
id2991760,395.9633
id0532029,658.7927
id3508521,798.2577
id2272824,427.45242
id2562157,447.613
id0494506,1594.2898
id0550584,262.73767
id0225683,406.18353
id3796816,588.5911
id0725230,721.04364
id0116199,439.23322
id3712332,547.558
id3740800,332.33908
id0163329,591.74524
id1233998,1567.1663
id0446981,1307.3833
id0192741,580.6961
id0674796,773.0988
id2363786,669.0267
id3288892,925.1945
id0519134,840.1851
id2908239,1134.5918
id2581222,3501.656
id3883760,804.1189
id2533554,534.1459
id1624248,355.0177
id1310675,956.06067
id1724193,478.9387
id2698144,701.5758
id3141129,972.7374
id0831000,1539.0476
id3457127,464.5835
id1437199,1106.9764
id2682517,403.88284
id2695707,467.27332
id1461397,1340.4093
id2367047,187.23172
id0362906,238.8506
id0773225,353.1351
id3245297,562.0902
id0873701,1664.8214
id0290592,312.08694
id2206721,2228.2312
id3030515,248.31598
id1451020,406.69858
id3966627,662.4125
id2652886,1056.7856
id3969917,254.14754
id0016565,188.93306
id1507534,1238.9314
id0304861,2210.1294
id1191918,1316.0037
id2579363,1018.78217
id2721115,260.45264
id0927405,515.16876
id1186420,245.96164
id1917858,1882.0032
id3796471,982.14545
id1368184,888.3019
id0208672,1994.3364
id1506780,221.11958
id3656736,630.99084
id2896280,1538.3296
id3481126,1848.07
id3789014,586.6576
id0799457,219.78642
id3223119,1303.0178
id3429309,1554.378
id1915295,1030.9614
id3399891,941.2592
id1348390,759.1515
id2507251,215.48825
id2235580,708.7673
id1814713,1745.8401
id2742535,1305.6849
id2826264,1533.5264
id2215385,1237.3762
id3577619,279.2988
id1127502,362.95523
id0697483,1554.3358
id1180000,621.67865
id0012432,414.21826
id0180361,898.11774
id2150559,148.16599
id1146235,293.1125
id3483348,646.6297
id3501435,1034.2301
id0719048,364.6319
id3845347,148.7156
id3589207,1377.6892
id0367601,962.4417
id1328743,1462.2963
id2092279,1397.5686
id2724247,1074.4285
id0882238,1261.606
id1493008,210.87503
id0406110,213.98972
id3019398,1169.4601
id0539717,297.18494
id0393538,1101.1376
id0427874,479.54828
id2847358,1503.0475
id1694618,601.4222
id0266927,1061.8959
id0029554,732.71606
id0590222,428.41086
id2030068,369.58362
id3968397,224.6845
id1798247,712.9049
id1323676,339.78528
id1295570,308.45605
id2037315,1249.0979
id2569417,1216.6664
id0733311,270.51678
id2326768,231.18901
id3039028,1557.5906
id2794382,638.1845
id3337092,154.3802
id1804035,431.68448
id0761073,142.78503
id2658334,415.54593
id0578122,254.10472
id2072548,398.50232
id1794301,1196.5999
id1234821,1374.094
id0159020,1229.5673
id3533941,975.34894
id2909543,202.04012
id3326623,915.55664
id1851819,971.59076
id3713906,162.38165
id1726383,288.0711
id2894120,438.80875
id0316450,339.24457
id1372755,355.61288
id2341522,854.9378
id1026097,273.47522
id2573944,241.55457
id1876566,703.7279
id0316383,641.9818
id2713176,387.0464
id3426461,267.1403
id0807068,746.58356
id2182681,934.0192
id0010587,359.37048
id2864276,287.9672
id1777873,511.21954
id3297459,796.097
id1463135,1344.4811
id0826144,785.5741
id3058547,1622.2269
id0643169,427.2204
id0490517,407.11188
id1692154,582.32574
id1049152,1066.9839
id2770086,971.32227
id1331255,160.88364
id2832278,1575.8793
id3246286,521.24695
id0924315,1238.3734
id0117462,1120.0209
id0660910,309.66812
id3569041,922.6008
id2178268,774.64404
id0331171,620.3804
id0735901,414.01694
id3334745,168.5094
id3083326,1581.5461
id3671136,793.2674
id3871982,327.25925
id0810799,224.19817
id0020557,630.52905
id0191804,1175.7507
id3954436,302.79147
id3997592,576.6294
id2758956,294.07516
id2258520,559.8612
id2103868,706.25775
id3802824,163.3167
id1006118,749.50916
id2410316,539.44727
id2134048,225.3462
id1132149,390.33536
id3175907,179.14496
id3022885,405.83594
id1965901,425.7953
id0728901,296.26938
id0908451,633.9402
id2076695,462.49844
id3144080,1042.7401
id1466682,1163.2219
id1770550,270.9869
id0129856,138.78806
id3758750,2159.503
id2210896,696.1153
id0959950,881.8796
id2930053,226.96848
id2538923,1711.2896
id0855427,1543.7886
id1313321,302.08334
id0568387,1708.89
id2264038,368.10522
id1447793,672.7402
id0279618,1072.4509
id3928516,591.873
id2848185,309.5717
id3715619,470.12177
id2897545,810.5624
id1911863,522.81146
id3101468,190.74565
id2702721,645.9284
id2219717,231.7851
id3213773,384.45663
id3864494,972.9329
id2925113,1200.3999
id0761831,951.8205
id0503972,560.3913
id2404372,460.0787
id1111424,250.85185
id3174362,571.86975
id1672353,569.3037
id0332411,271.4846
id2628336,2003.5123
id3846808,1778.9952
id1813097,1556.8372
id3729161,776.40173
id1336484,338.2214
id3286914,409.68246
id0292468,290.21136
id0646602,493.74356
id1725632,577.67645
id1463207,345.94174
id0238902,2066.2078
id0146406,435.7777
id1582834,783.0846
id2103070,1268.0275
id3290488,413.89923
id1058645,262.8392
id1196969,166.75381
id1448408,1338.939
id3243175,1316.6356
id1207501,157.78252
id2751827,891.7676
id3715011,269.87952
id2021136,1648.3096
id1871606,348.2884
id2652291,423.73828
id1497010,266.24408
id0612787,462.26642
id2541465,376.01477
id0441461,857.54004
id1161331,1177.0925
id0345626,596.6999
id0764421,277.55057
id0060075,761.1241
id0274637,558.14606
id2653578,848.88776
id0590884,413.7845
id2164149,519.2308
id1093120,442.42374
id2932363,871.8559
id0905635,151.58537
id0050598,1263.0559
id2221297,1347.4059
id3831534,1270.8893
id1122619,533.624
id2338565,426.76816
id3581215,189.6178
id0545013,397.70892
id1498149,433.62097
id0137098,241.34161
id3040370,311.028
id1033621,558.8312
id0528389,1428.8988
id3995012,860.91876
id0673706,575.97095
id3655668,254.48965
id3607113,916.1569
id1068187,541.19135
id2883609,1537.5172
id0784006,441.03738
id0523439,584.18286
id0136001,624.7733
id2393092,795.95984
id1524740,1108.9844
id3501013,1025.7253
id0823230,1220.557
id0783862,565.3317
id2033435,271.73068
id0864642,312.95584
id3110780,336.0277
id1483281,422.30615
id3705973,875.2563
id1856539,573.513
id0043185,205.77036
id2415194,745.0619
id3662533,545.7266
id1093885,914.6686
id0133274,468.74915
id1593971,509.44623
id3673522,1049.3024
id2895226,539.4009
id3841992,318.71436
id2488231,500.46896
id0639035,1072.3516
id1491297,266.47482
id2881818,766.1743
id0491703,512.35657
id1912325,1161.3975
id1164127,979.07916
id1068130,821.22943
id3217103,186.95897
id2514182,255.90369
id1531913,977.6506
id1148132,237.7036
id2269467,1508.4598
id2986973,838.0831
id0825531,347.3827
id1004484,364.9141
id3478820,1279.4646
id0640052,242.89981
id1723592,870.848
id2198314,745.1494
id1000718,794.4954
id0286997,244.47212
id0098650,543.965
id0595932,737.961
id3646574,497.1113
id0244290,1475.2695
id1447944,645.8985
id0374121,1390.0862
id1735384,265.18787
id3002622,464.37042
id1057574,627.25726
id2794232,1612.1067
id0415938,869.5465
id0872585,510.09772
id0450353,652.3035
id0496972,1487.2505
id0005085,503.37186
id0764649,169.58774
id0650918,1323.5089
id1501627,336.27835
id0325164,513.0856
id0966355,1124.9098
id0784524,616.6482
id3591466,282.42725
id1466266,1882.5913
id3236132,397.93713
id1318602,373.3906
id2162613,406.4533
id0881230,818.2621
id2912420,298.7225
id1200856,295.27963
id0125614,164.61548
id3814666,189.61435
id1399310,521.0587
id2675297,615.73676
id3663276,290.4028
id0262415,336.59097
id0305299,670.87335
id1401588,242.94052
id1096671,909.90955
id2346230,1453.9999
id0723594,1050.4729
id2018214,442.10287
id0710113,619.27057
id2484106,1508.1504
id1262418,1768.1455
id2988590,1835.5491
id0153224,829.02795
id0714979,1126.9894
id1868928,1077.2023
id0388418,695.9235
id3755655,603.181
id3626392,894.0152
id3865805,2043.3597
id1815257,723.3735
id3566880,1145.5818
id0164700,1404.3888
id2469842,759.52527
id0897038,224.47765
id0259812,1673.5557
id1805936,275.60104
id0094248,361.4338
id3212198,1089.931
id2400956,1663.4359
id0161796,1284.155
id1356627,841.90204
id0791889,1345.5446
id2252381,1012.892
id3852436,509.14862
id1312865,668.851
id2510813,426.9622
id1106214,647.623
id3331742,886.7139
id0660436,537.00586
id1385457,957.2695
id3890995,893.9968
id2210938,2135.5342
id0790242,660.61304
id3646119,274.634
id1731718,1657.4941
id0652787,1475.2998
id2960242,1055.3984
id0778946,230.21046
id0401213,754.07043
id1096819,855.41547
id2074485,705.564
id3304808,1469.3291
id1085202,1562.5459
id2960750,565.38495
id2389086,354.14197
id0556971,751.2246
id3425315,304.87076
id0278924,521.80585
id1917612,630.27075
id2190055,515.05945
id2413720,787.11
id1867920,210.48087
id1055933,580.8989
id2627290,271.90356
id1488479,1204.9474
id2188561,1093.0853
id2767821,319.1937
id2497865,670.7648
id3627887,2259.0552
id2416897,219.85623
id1921331,610.3674
id1170040,450.67987
id0255203,729.1767
id3747219,570.0847
id0245792,443.53583
id2910921,393.34033
id0356262,414.64474
id3976970,1863.6364
id0649710,440.42612
id0534465,652.39417
id1785941,250.04037
id0228681,320.70926
id2790879,528.08075
id3924795,373.17145
id3249610,253.10931
id3058596,804.08514
id2725977,469.25204
id0181383,261.68604
id2170110,608.85016
id0626549,1538.1849
id0503891,1300.0818
id1865902,286.93823
id0487309,394.5326
id3007916,223.25688
id0616077,655.8595
id2887235,265.57272
id2965512,290.685
id2214714,1574.235
id2810799,2017.5912
id0092753,965.59656
id1428669,452.83295
id0438301,1906.009
id1561154,1599.3649
id2064027,1183.1436
id3968698,645.50165
id1679088,1734.8068
id3728099,1569.5256
id2349543,450.89682
id0555277,1038.502
id2076837,634.4848
id3190417,766.88654
id0435987,1522.985
id3503926,774.4857
id1555210,1630.6351
id1946395,1443.6128
id3981325,1214.5258
id3063167,811.4305
id3715175,833.9343
id2986602,1395.0221
id1200234,697.90265
id2212396,1309.9305
id1950926,480.2782
id0819691,1216.0917
id0730686,525.38116
id3727406,498.873
id1295621,556.70074
id2987612,1398.3685
id3765584,1271.3345
id2950452,402.52652
id1088545,916.7374
id0155635,2225.0488
id3470809,524.8485
id2962170,2111.8152
id3262863,599.7074
id3447345,526.8762
id1106376,1938.3292
id0981717,927.0756
id3767452,998.0383
id3422230,1062.4053
id1218554,297.45206
id2831067,491.64346
id3526657,345.12347
id2076709,1614.3804
id0956436,357.06583
id0056203,620.38306
id2051829,1367.2212
id3759949,296.02835
id1422879,257.29538
id3900356,322.2835
id2202824,692.3903
id3452611,617.0442
id0761134,1000.5262
id0050529,605.1335
id2004866,437.80347
id1698506,657.6259
id2337470,1390.0251
id1666923,1919.9214
id2421531,796.8819
id2989693,480.59018
id1050402,484.9699
id3096263,483.48935
id0916971,378.64157
id0728544,724.20123
id0346551,554.28784
id1634182,410.97226
id3340594,1170.092
id1134047,1123.8875
id2885880,783.7949
id1535099,891.7165
id2767237,651.5958
id1670194,992.7559
id0746791,1856.1959
id1463343,830.24036
id2473221,562.7739
id3320055,277.7003
id0967764,1242.3434
id0846226,498.15247
id1030094,958.7808
id3992298,863.2349
id1047694,362.92502
id2638157,230.09947
id1907721,1503.7771
id0860073,1465.1312
id2058600,615.3587
id0757699,170.05603
id2006992,736.0115
id3199241,538.826
id2950854,595.12134
id3035938,1556.7288
id0568824,217.49323
id2414361,603.2632
id3695710,998.14166
id0775271,762.98004
id0668394,1011.5523
id2602030,393.50134
id0201248,1330.9202
id3607539,377.0104
id0786301,592.0839
id3720135,198.58293
id1148324,1060.8264
id3586802,622.0077
id1881350,511.66522
id2387153,416.15298
id2078382,922.9171
id2520395,493.47516
id1718509,1108.5631
id0966876,943.40894
id1010432,1746.6549
id0370561,919.64075
id0900762,552.98956
id0554818,1400.9552
id2930908,849.95184
id3068472,193.32198
id1965083,658.0767
id0052589,870.4469
id0331951,1279.8469
id2237590,961.64636
id0955614,990.87604
id2152472,1176.6213
id1984293,449.1842
id2990805,650.61694
id2627139,1479.8148
id3457549,2241.3113
id0853839,590.21246
id3816973,324.45804
id2772964,458.7827
id1296660,345.47156
id3541888,1251.7892
id1882665,1136.9753
id0582218,191.01685
id2662226,931.85626
id3065838,621.6569
id3032236,1197.69
id0455935,285.58572
id3168554,1396.6133
id0301570,1419.5272
id0967207,1164.5651
id1238924,615.85736
id1205539,1455.6764
id3408165,805.9572
id1856791,2338.3914
id1175913,1916.7703
id1917368,1749.7986
id3031752,319.7498
id0407296,224.05013
id3432952,534.8488
id1731682,730.77094
id1575222,370.24686
id2354712,859.0622
id1444360,410.46988
id1060956,860.1534
id1074837,453.99826
id0121892,395.97256
id0934443,1374.3779
id3123714,509.42892
id0325876,703.0306
id3775863,1033.3217
id2470838,798.21954
id3877985,543.0363
id2401399,319.20273
id0259617,1108.4086
id0503520,226.25237
id1559728,557.7255
id0734813,545.331
id3304760,381.46063
id1906358,582.8436
id2844348,918.017
id1606015,502.1312
id2284006,167.42412
id1248357,396.90268
id2645161,627.77515
id3156123,757.2896
id2406823,219.91174
id2009737,584.052
id3549937,1281.1864
id1219841,232.68994
id0123331,540.41345
id1290026,868.02356
id3417772,777.46893
id1101296,1171.2401
id0650466,1362.539
id0487564,500.65192
id2385066,1375.1881
id0195496,955.10693
id3989113,970.7925
id3340231,1366.9583
id3586242,638.4598
id1300083,528.9445
id3050857,2221.3325
id3750718,262.62552
id3510469,1111.9242
id2350259,1592.2487
id2210038,1304.1182
id1169856,1145.8092
id2627516,986.78485
id0656475,357.2115
id0620413,1056.057
id0643456,443.8155
id1995768,3173.6147
id1377246,1929.1517
id1235295,390.31802
id2461680,1435.8354
id2680702,730.9029
id0375810,1486.4984
id0259482,614.07654
id0137538,996.2925
id3028617,810.56586
id2580487,596.8139
id2211254,1302.7361
id0341661,1773.9141
id3235847,564.2469
id3811997,165.04184
id0684703,344.2016
id3970625,495.36032
id1745883,2081.826
id2458315,1775.445
id2834832,618.6964
id2951387,533.07166
id2966623,423.84338
id3318515,563.00226
id3662355,1301.7593
id0139080,1674.1218
id1396162,609.6722
id1053683,1934.1189
id2444295,850.6874
id3668008,1229.6207
id0216828,442.64792
id2517150,544.4561
id2718662,1019.8365
id0100506,687.03235
id0238297,727.82733
id3515967,1243.5232
id3969266,716.04565
id0094485,441.0243
id1216270,312.34308
id1558197,979.16376
id1569229,1972.9387
id0277166,1252.352
id2634193,2776.4683
id3759264,241.21765
id2707724,305.07632
id1697558,905.5841
id3551011,688.51855
id1545150,665.0605
id3528139,442.5352
id2029752,1161.337
id0222249,609.6731
id0479087,974.682
id2560977,560.5744
id3697079,1062.493
id2444178,508.77267
id1658048,842.9151
id0317675,554.6036
id1146327,318.2602
id2887171,553.5678
id1061053,1538.889
id2139321,197.29245
id0485400,692.035
id3038321,2733.5952
id0368278,545.15936
id2049058,344.73172
id3012000,677.7978
id2456321,1630.6771
id2605694,539.8646
id0032553,830.80975
id2344391,657.853
id3966703,734.75757
id3790484,322.04944
id3855077,348.8623
id0589172,931.0204
id3124062,387.1258
id2628854,290.58917
id1117582,572.12714
id3266091,997.3892
id0192541,1131.9438
id2536583,571.5694
id0928295,231.67079
id1079736,1856.311
id0438882,1971.3204
id1877641,572.7429
id1177398,250.2019
id0245449,229.86354
id2106109,970.0106
id0652078,1331.553
id0805687,986.0395
id3193086,499.3392
id0370356,521.26013
id0426293,204.2092
id2902565,687.3129
id1012770,311.9665
id0838771,1292.4226
id1265356,1096.3733
id3836146,867.2022
id1480553,910.76825
id3738482,184.12508
id1876381,1106.9891
id0625940,562.7436
id2529358,225.84973
id3870034,432.2301
id0454220,1701.4531
id0899780,490.3323
id2023956,597.6326
id0954448,487.2562
id3872041,942.24554
id3907897,799.5858
id3955995,827.651
id0423653,236.05377
id1960404,881.06915
id1694440,1372.7137
id1660105,1364.5619
id3810080,656.33167
id2464307,458.436
id1099398,267.05975
id2869711,276.70416
id3734054,817.4012
id1353766,183.47537
id1463964,1358.259
id3932090,861.0766
id3342109,266.80664
id1872120,401.72784
id2348961,1530.0677
id1356369,566.64325
id2847975,842.6202
id0215559,586.70856
id3802461,211.54349
id0992244,1014.23987
id0580120,1211.9006
id3705275,746.8706
id2196213,1318.7905
id2982834,348.43582
id3320605,455.88538
id2931413,389.21158
id3686834,265.08292
id2448330,369.80386
id1310790,1017.42444
id2499023,329.51767
id3694196,830.3228
id0850400,1206.2229
id0495413,500.90482
id0959494,483.32535
id3776978,1524.1118
id2380662,505.1144
id1170621,569.1117
id1319221,745.99774
id0021059,1242.5077
id0422079,684.1157
id2315647,642.545
id1193630,1482.8606
id3871024,817.3005
id1000014,552.57367
id1876691,1339.7628
id0297459,252.0192
id1896805,415.08002
id3677233,336.00183
id0479831,1448.879
id3380168,342.91843
id2078038,595.8168
id1846150,335.9673
id1318633,916.38916
id3086505,845.65393
id1069345,607.61053
id3698166,712.8899
id0531203,1368.7506
id1169735,885.8957
id3266729,322.43414
id1748001,522.8214
id1609993,968.6716
id3492529,623.46924
id2095404,653.62476
id0982151,1507.3086
id1664969,964.02893
id0991693,527.22266
id0241060,957.6524
id3168889,1206.2926
id0517093,616.1045
id1698482,660.03345
id3721277,514.3191
id3046678,2109.138
id0376868,278.43124
id1728057,646.6735
id2452318,2064.774
id3337638,386.31824
id3541392,224.26926
id2516023,501.99518
id0216981,944.7072
id3405449,468.531
id3835614,551.80896
id0534300,934.8132
id1833813,284.2341
id0138729,424.10785
id3610052,223.18387
id2431482,998.2689
id0396160,588.48517
id1688767,699.7396
id1459075,445.39594
id3586505,308.3622
id3233119,301.52975
id2846473,243.18759
id2323078,468.73187
id2387253,472.1035
id2911155,1447.5604
id1135516,1244.1055
id2116547,831.4807
id2362095,604.478
id3333887,1407.9169
id2058983,1094.5465
id1136141,925.2572
id0828920,375.38104
id0935339,691.5269
id1855439,597.07825
id0441418,1762.4637
id3609613,463.68414
id0995114,1496.0962
id0951262,651.87067
id0816211,1014.8035
id3235237,1315.5667
id2538360,264.09244
id1263070,1130.6934
id2820303,329.2349
id2377396,775.9537
id2011563,410.022
id1464284,510.77985
id2097101,287.0382
id0908030,816.4967
id1934434,1923.7539
id0922904,1459.6696
id3289679,1656.2213
id1225055,770.4855
id2403109,2007.9916
id2133423,318.863
id1311357,737.18054
id3191494,658.00446
id2032789,672.07806
id3124019,566.0627
id3919536,989.2003
id3343038,790.14514
id3649934,1010.53503
id3713628,1706.4082
id2402917,1616.5125
id2185523,582.6989
id1043213,350.66367
id1066972,487.46716
id3568205,514.3923
id3783010,1271.7513
id1053221,263.2082
id1477476,389.1736
id2130092,787.38965
id3280582,1510.5262
id3585487,234.04497
id0722491,657.7217
id0803064,438.3518
id2860976,1576.411
id0190597,346.89844
id3993354,691.6534
id3864607,575.3124
id2618121,967.12476
id2757484,500.4343
id3118929,225.10997
id0776322,680.73663
id1947505,357.54968
id3860716,392.28067
id3391246,1133.7701
id0361943,1014.12756
id2884149,1187.5123
id0795536,1284.7993
id3693629,628.34326
id1529278,419.35098
id2458986,401.86536
id0218690,1331.4481
id3947814,332.06992
id1060515,643.28094
id0632300,1534.8324
id2201880,1296.666
id0177586,228.03058
id3848764,1816.3871
id2766306,1254.6987
id2367753,1222.5676
id2136825,629.4669
id0994631,714.9575
id0157405,341.13718
id3090359,485.60645
id2953210,455.65256
id0506957,478.22086
id1822790,1175.1398
id2761250,453.31448
id3088217,305.38632
id1520491,1081.014
id2704265,472.18652
id2871716,636.8324
id2715732,670.0204
id2867238,516.7301
id0600083,723.3255
id2579386,1119.5629
id2236402,446.5998
id2557432,1584.7588
id0162205,559.85986
id3646781,535.23865
id1313726,592.65094
id3987769,594.2573
id0704252,462.359
id3509297,247.35738
id2058100,356.136
id3167796,763.1167
id2571595,698.54443
id1860611,274.23737
id2978800,1536.6592
id2767545,744.09595
id0002813,1006.23065
id3853327,471.71472
id0710352,806.7857
id1802937,570.7708
id0145525,646.05865
id3667905,606.43695
id1918953,313.83524
id2466259,230.09352
id0490915,1090.9302
id2293283,519.5595
id1660312,913.52795
id3155620,632.953
id3743586,824.5168
id3679681,1610.5605
id1939491,882.71985
id0265510,890.28186
id3244305,774.1216
id2662697,482.1688
id3594861,854.551
id3673418,752.22205
id3348129,585.0197
id1227770,813.86194
id0489351,2264.5603
id0890991,432.40698
id3792638,1710.7728
id0600871,1937.8928
id0540119,2020.8328
id3627765,1215.207
id1084321,1336.2576
id3995788,363.11438
id1147849,409.65546
id1781869,1507.7244
id1263145,377.27493
id3579271,1169.8721
id1265937,265.7394
id0022413,902.2977
id1849064,704.3882
id0797068,626.4349
id0484581,519.9027
id0687489,584.91833
id3463617,491.222
id0282263,341.21124
id1625172,763.8341
id2117482,436.46576
id2136224,614.5507
id0900916,928.6994
id2996456,697.37195
id1192937,510.19302
id3622393,1140.8062
id2775607,286.54486
id3916381,1320.0996
id1171904,483.92596
id1567768,1092.619
id1465444,745.97314
id1823698,1053.7969
id1263331,624.48425
id1115729,632.95276
id2711304,1017.2899
id0279128,1240.7904
id1021837,191.06337
id1217415,1316.0118
id3838443,1004.5036
id1265231,244.61273
id3090502,319.4216
id3107318,1234.8083
id3296218,380.1398
id3204448,323.71753
id2644861,763.44617
id3585745,795.4352
id2911750,883.17847
id2054129,2304.6553
id3158457,812.2952
id3326956,1327.1396
id3260110,586.1503
id1136947,904.8763
id2762446,557.65784
id1007114,142.82797
id2118754,305.58554
id3320143,667.3183
id0152942,559.9765
id0673783,1214.0876
id3928408,452.8312
id2864119,192.52812
id0038597,1455.6743
id2396653,751.58984
id3383367,1082.9955
id0875834,513.2064
id2592399,1848.5981
id2000302,1093.0013
id2150689,351.39114
id3446034,604.27795
id0648540,838.67395
id1429289,413.60495
id2432778,379.31613
id0512343,407.33633
id1322018,662.76306
id3459434,503.1331
id1675662,598.6025
id3130919,270.54813
id0088042,1532.4
id2925239,1688.9877
id1002893,222.44086
id2976691,689.16095
id1243888,440.43326
id1079059,363.73215
id1166779,584.74426
id0972569,1838.1791
id2806970,816.2749
id0657796,683.4979
id0030951,501.18442
id2308297,454.7924
id2037261,549.37524
id3384853,528.84296
id1633527,166.75078
id2711028,301.19254
id1965810,489.9543
id2404529,823.3733
id3902128,1807.1036
id3374982,1163.4324
id0401856,765.72485
id1270711,419.57974
id1582672,1012.7098
id2593986,823.60016
id2131318,773.84076
id0389595,353.53082
id1190170,1424.3174
id1811257,663.29663
id3867744,338.8885
id3913316,829.50543
id1783923,660.4821
id1352798,726.91705
id1509306,304.79172
id0680502,320.2782
id1330687,781.6129
id3584795,243.93533
id0818747,430.146
id2658680,805.7264
id0614460,1244.2765
id3908234,1444.3934
id0725262,493.61853
id0935253,404.09586
id3066929,825.87714
id2948878,1591.9684
id0702964,991.0127
id2193068,2056.9883
id0706595,738.21436
id0267891,420.5302
id1781043,692.51697
id2170869,535.0786
id0104950,1549.2979
id0664275,2802.2593
id2444225,267.81137
id1100984,910.4266
id0447486,438.51523
id3716923,585.1793
id3692390,816.47797
id1865706,354.59286
id0229990,480.7675
id1786154,583.93823
id2499718,1326.7876
id2758183,788.28375
id0076368,487.45062
id0361779,837.7971
id3980262,206.64507
id3680248,2025.7227
id1875776,783.0461
id0262818,884.7617
id0218591,479.1383
id0894236,407.63162
id3264406,409.66956
id2089531,685.52094
id3370303,1116.451
id1852033,1175.9106
id1321788,671.5144
id2821898,2545.5237
id2670912,404.80847
id1258578,888.7201
id2924135,1942.5071
id0508800,701.82745
id3886628,996.3324
id3754787,1469.5597
id0317033,644.6695
id0027876,1096.9045
id0628569,275.6475
id1458599,876.40063
id0435039,788.8952
id0489536,266.57843
id3032675,408.31046
id1619206,847.4661
id0273695,1073.8901
id3229573,334.75827
id3539050,2274.2507
id2473799,568.33014
id3331366,276.8031
id3469351,379.201
id3988699,607.1531
id2504490,1567.0787
id3927083,2051.6567
id0108582,763.3623
id2612927,470.5517
id3570070,1077.59
id3242207,2213.5132
id0514729,321.50073
id1419235,405.1275
id3628125,641.95514
id1472774,293.28885
id1662589,635.1351
id3816112,261.75143
id1254192,1485.8835
id1315173,648.96106
id3125913,398.41336
id1447847,490.92587
id2417026,508.47452
id0869004,1516.8308
id2309896,301.3949
id1658873,1490.4025
id0033132,314.03677
id3106552,503.13477
id3338106,443.19382
id2302549,1024.7246
id3758617,708.01697
id3417263,728.5586
id0188555,564.45825
id3036478,601.5213
id0187719,1168.0349
id3404354,700.4775
id3305963,1137.4285
id1268023,162.53949
id2786209,1311.4116
id1168908,665.6956
id2882758,527.5812
id2546552,720.0514
id0382231,478.40118
id3580542,635.5942
id2630967,283.44513
id0330616,797.5743
id0405175,438.53055
id3651397,596.6395
id1444391,664.37286
id0154698,391.7885
id1591548,754.9855
id1499078,863.3977
id0799563,900.62805
id3074628,690.0992
id0843520,955.4849
id2276900,712.61456
id2872786,1715.9531
id3594956,1917.6053
id1619057,171.27634
id3921252,2143.8257
id0377768,200.1902
id2455449,817.53894
id0416700,717.1762
id3790120,815.13696
id1842734,1812.0333
id3964249,1739.8622
id3884715,1440.6139
id1589636,909.7098
id3347967,1048.4648
id2170389,833.6179
id0119250,649.2212
id1370195,1050.7959
id3049448,1329.0905
id0190864,2089.669
id0333674,420.3622
id2908687,831.6109
id0623236,1786.4084
id1116147,2042.7438
id0357263,172.18457
id3580552,689.6953
id3628715,520.5116
id2847752,568.7807
id1967481,659.26135
id2642381,331.5705
id1957040,446.7413
id3579455,777.2351
id0267968,1447.9045
id3220064,394.6154
id3727150,400.80768
id2158953,528.40704
id3324934,562.2497
id1043117,738.7161
id1222598,403.8583
id2031694,605.6988
id1158746,314.90353
id1482008,635.67346
id0892836,547.06226
id1854728,1220.7037
id1434451,1958.1454
id1118895,410.72345
id3790690,450.44818
id1930687,1108.8457
id3982635,1214.0518
id2580562,1122.2715
id0466418,697.0949
id2837035,285.18176
id0702939,560.12683
id2387372,644.31433
id1436907,375.70316
id1045489,924.6139
id0818709,1049.8179
id2355083,1163.896
id1258637,472.3226
id2530578,527.97076
id2565763,996.2977
id1314250,831.5772
id1328809,1380.0844
id0952983,502.5493
id1124825,1013.2615
id0351722,1496.174
id3624823,837.85236
id2044946,373.96606
