user_id,user_link,user_name,user_nationality,user_level,user_badge,user_games,comment_date,recommend,score,comment
76561198168800857,https://steamcommunity.com/profiles/76561198168800857/,蔡日文,,-1,-1,-1,2024年8月21日,1,15.6,goty
76561198818072817,https://steamcommunity.com/profiles/76561198818072817/,璇瑰,,7,6,20,2024年8月21日,0,5.0,画面美术优秀，各个方面看得出是用了心的，但仍存在很多问题：1.箱庭地图却有无处不在的空气墙，没有地图环境分离度不高容易迷路；2.战斗打击感和受击反馈约等于没有，手柄适配很差，震动反馈弱，甚至不能自定义手柄键位；3.boss出招毫无逻辑，整个战斗就是躲boss一套一套的技能然后等定身冷却上去打一波，如此循环，还说你不是魂？4.优化还有些问题，崩溃闪退依然存在；5.加点提升不明显，加满第一层血量甚至不如吃颗丹药，点满了也不能多抗boss一下，有些小怪也蛮恶心人，点名弓箭加特林。建议游科赶紧优化以下内容：1.加入地图，不管是大地图还是小地图，加强地图引导；2.优化手柄适配，增强震动反馈，加入按键自定义；3.优化打击感和受击反馈，别再让我只能看血条来判断是否被boss打中了。
76561198959718296,https://steamcommunity.com/profiles/76561198959718296/,请不要吸我的升职气,,5,3,32,2024年8月21日,0,10.1,差评！不能和侏儒沙国王桌爱
76561198372966701,https://steamcommunity.com/profiles/76561198372966701/,Stxzs,China,7,5,37,2024年8月21日,1,11.4,配乐配音真的顶级，真的能让身为中国人的我体会到那种文化的内涵，这是以前玩别的游戏从来没有过的感觉
shuaihe123,https://steamcommunity.com/id/shuaihe123/,小推车,Brazil,23,16,64,2024年8月21日,1,18.2,不用多说，满昏
76561198874343486,https://steamcommunity.com/profiles/76561198874343486/,Ray,"Ajaccio, Corse, France",14,9,105,2024年8月21日,1,10.8,重塑西游，直面天命。今天我也是大圣！！！
MoonGun168,https://steamcommunity.com/id/MoonGun168/,Scream,,103,64,63,2024年8月21日,0,6.6,不能和黑熊精做爱
76561198342989450,https://steamcommunity.com/profiles/76561198342989450/,蓝鲨,,5,-1,-1,2024年8月21日,1,12.7,好玩就完事了
76561198901569485,https://steamcommunity.com/profiles/76561198901569485/,CNWSS,China,5,-1,-1,2024年8月21日,1,12.8,没有辜负期望，国产游戏也可以有好质量
acom4431,https://steamcommunity.com/id/acom4431/,被打不按F标人全家爆币,Taiwan,88,-1,-1,2024年8月21日,0,3.3,"免费获取的产品游戏画面确实不错，游戏操作也算是简单明了，就是战斗设计和关卡设计太不合理了。打斗方面动作太少，只有一个轻连击和重击，互相之间还不能随意结合，攻击只能躲闪，玩家太容易被打出僵直,怪物打半天出不了僵直，而且血量太多，攻击力太高，判定太奇怪，战斗视角反人类反直觉，怪物体型大的同时活动太过于灵活，非常不容易适应。地图找不到该走的路，洞穴光线明暗优化太差，路上的奇怪高处设置的不合理小兵太多，没有远程攻击手段去反制，这一点特别失败。经常是找路半天，一波死，然后又要跑图很久，复活存档点设计也离谱，根本没有明显的标识。总体来说能算是中规中矩及格水平，但是距离真正的3A大作还是有差距。"
76561199229748966,https://steamcommunity.com/profiles/76561199229748966/,元气少女郭德纲,"Yunnan, China",27,30,152,2024年8月21日,1,10.8,十分符合我的期待，虽然说还有一点问题：比如站在山坡上时脚的动作，还有被击打的受击反馈太弱等等，但是已经很满足了。可能是抱有私心了吧，玩的时候内心充满激动，对大部分问题都视而不见了，或许无法做出公正的评价。但是作为中国第一款冲向国际的精品，我觉得已经很不错了。今年后半年要是没什么黑马的话，说不定还可以冲击年度最佳。国外的妖魔也真是兴风作浪，我点开黑猴的动态的评论，有不少彩虹人，确实是让我见识到了物种多样性的，但各位众志成城的抵制这种人的行为还是挺令我感动的。希望游科越来越好！
1542455654,https://steamcommunity.com/id/1542455654/,三年级二班扛把子,"Xian, Shaanxi, China",8,6,77,2024年8月21日,1,4.4,特来给好评如潮+1和朋友一起预售的，对国内的第一款3A很期待。首发当天玩了4个小时，通关了第一章。总的来说：                 画面很精细，3060ti拉不满很难受 :(  配乐很无敌，第二章开头的陕北口音音乐搭上黄图气息真的无敌了，给人一种身临其境的感觉。还有打斗时，第一次变身广智时的配乐，气势很恢弘，很震撼。每次配乐响起我都会想起巫师3的神级配乐  =.=                 没玩过此类游戏，跟风、追热度入手的想看剧情的那有你爽的了，这个游戏对没有玩过类魂游戏的or手残党不是很友好，但是也没有特别难，多死几次熟悉熟悉技能就打的过了，我死60次就过了第一章了 :(                   不过在一次次死亡、重生的成长后，用逐渐熟练的操作通过每个boss获得奖励时，那便是这类游戏爽的地方了~（建议准备个好手柄，比键鼠体验好很多）                 最后，期待和四妹的邂逅！！！我爱四妹！！！我爱四妹！！！我爱四妹！！！
ssssimo,https://steamcommunity.com/id/ssssimo/,浣熊市超人,China,11,8,48,2024年8月21日,1,13.4,神，不必多说。给我玩爽了
76561198244579654,https://steamcommunity.com/profiles/76561198244579654/,坚果墙,"Evora, Evora, Portugal",10,7,109,2024年8月21日,1,8.5,从未见过如此正常的国产游戏玩了几十年游戏了，这还是第一次见到，拿得上台面，充的满体量，没有关键性短板的国产游戏。希望这真的是一个好的开始，而不是巅峰。
76561199714856396,https://steamcommunity.com/profiles/76561199714856396/,啊哈,,1,-1,-1,2024年8月21日,1,9.6,啥也不说了，牛逼就完了
haishi,https://steamcommunity.com/id/haishi/,嗨氏,"Leshan, Sichuan, China",71,181,554,2024年8月21日,1,10.3,早起爆肝了10个小时，好玩的一匹！国产收款3A大作开门红，直接走上巅峰，直播间最高54万人同时在线，热度爆炸！太爽了！！！
58371,https://steamcommunity.com/id/58371/,你过来呀,"Jinan, Shandong, China",4,4,24,2024年8月21日,1,3.5,喜欢喜欢喜欢喜欢
76561198966126710,https://steamcommunity.com/profiles/76561198966126710/,Jchuan,China,6,6,21,2024年8月21日,1,8.7,很喜欢味道可以
76561199704869065,https://steamcommunity.com/profiles/76561199704869065/,天懿,,1,1,12,2024年8月21日,1,4.6,非常不错的游戏，特效非常不错，动作法术也很帅，难度也适中，像我这种手残党都能轻松打过，唯一的缺点就是没有小地图，好几次都迷了路，不过和优点比这点缺点也不算什么了
Times2430387887,https://steamcommunity.com/id/Times2430387887/,往生堂大酬宾 买一碑送一碑,China,17,14,437,2024年8月21日,1,0.3,花了五个小时终于来到虎先锋面前，又给他送了两个小时的猴头，这一池应该都是我这天命人的血吧
76561198100088847,https://steamcommunity.com/profiles/76561198100088847/,Iceking233,"Henan, China",46,33,230,2024年8月21日,1,5.6,除了战斗和地图，其他不负所望，艺术性拉满
feiyang552,https://steamcommunity.com/id/feiyang552/,自在斗战佛,,25,15,102,2024年8月21日,1,16.2,猴哥猴哥，你真了不得五行大山压不住你蹦出个孙行者猴哥猴哥你真太难得紧箍咒再念没改变老孙的本色拔一根毫毛吹出猴万个眨一眨眼皮能把鬼识破翻个跟头十万八千里抖一抖威风山崩地也裂哪里有难都想你哪里有险都有哥身经百战打头阵惩恶扬善心如佛你的美名万人传你的故事千家说金箍棒啊永闪烁扫清天下浊！
76561198970474110,https://steamcommunity.com/profiles/76561198970474110/,Duanker,China,20,14,170,2024年8月21日,1,5.2,This game is ♥♥♥♥♥♥♥ awesome. This is GOTY!!!!!!
76561198371270781,https://steamcommunity.com/profiles/76561198371270781/,ddszsdsz,"Henan, China",22,18,174,2024年8月21日,0,7.8,差评给石先锋，理解不了设计这个boss的意义在哪，离复活点这么远，而且血又厚，打的也不疼，纯粹是浪费时间，磨人性子来的
linhpGF,https://steamcommunity.com/id/linhpGF/,梦求真,"Shenzhen, Guangdong, China",9,7,22,2024年8月21日,1,19.9,很棒，很好玩
76561198798706185,https://steamcommunity.com/profiles/76561198798706185/,猫宮ひなた,Japan,24,9,82,2024年8月21日,0,13.9,九九八十一难第一难解压第二难着色器第三难大头和尚机制弱引导第四难空气墙第五难瞬发投技无敌龙卷风第六难你比监牢更监牢
76561198800110687,https://steamcommunity.com/profiles/76561198800110687/,honeyju,,5,-1,-1,2024年8月21日,1,7.1,很好的游戏，就是太难了，被各种大小BOSS教作人，净给妖怪们加菜，估计妖怪都是被撑死的。
76561199054566536,https://steamcommunity.com/profiles/76561199054566536/,久怀慕蔺,"Guiyang, Guizhou, China",21,11,158,2024年8月21日,1,7.1,不妄等四年
76561198085987916,https://steamcommunity.com/profiles/76561198085987916/,低贱的英特尔用户,,48,36,366,2024年8月21日,1,4.5,美术绝顶，BOSS战的一些巧思也很不错。预期是卧龙水平，玩到现在看来是大大超出预期。他妈的做地图啊！！！！！！！！！！！！！！！
76561198237418932,https://steamcommunity.com/profiles/76561198237418932/,奥尔良烤圣女,,22,15,135,2024年8月21日,0,13.3,地图没记忆点还没有小地图，翻传送点甚至怀疑自己没玩过这游戏
76561198845459728,https://steamcommunity.com/profiles/76561198845459728/,Clearlove11ProMax,,-1,-1,-1,2024年8月21日,0,6.3,声明：个人非资深魂类游戏玩家，游戏进度为刚打完沙国王父子，评测仅探讨游戏内容，猴孝子勿扰。1.优化问题A黑游戏，频繁黑屏、闪退、掉驱动，非常影响游戏体验。2.画面显卡是7900GRE，打开4k高特效、关闭光追，总体保持80-90帧，战斗中最低30-40帧，总体还算流畅。画质从观景角度来说不错，但是游戏内许多场景（尤其是山洞和房间内）的光线明暗切换极为糟糕，在外面看一团漆黑，进去之后又灯火通明，这非常影响游戏体验。画面细节上，序章二郎神面瘫，后面凡是有头发的BOSS头发都和面条一样（不知道更高画质是否如此）。2.声音音乐：总体上BGM好评，很有文化特色。配音：哑巴主角，其他角色差强人意。音效：去年试玩的时候在B站看到了说黑猴音效的问题。现在看来那个视频里面说的问题并没有解决。个人感觉最明显的就是棒子打上去缺少金属碰撞类的击打音效，比较影响打击感（不清楚后面换其他武器有没有换音效）。其他招式也没有明显的音效能让人有“爽感”。3.操作技能后摇太长，战斗中技能的释放缺乏连贯性，刚上手的时候还以为是我的鼠标坏了。比如最明显的喝酒，正常来说如果无法释放应该有UI或者其他声音提示，而黑猴没有任何反馈，刚上手时经常导致多按一下。释放其他技能连招的时候也能感觉到不够流畅。游戏本身对于大部分BOSS释放的技能没有提示（范围、读条和格挡提醒），这一点有利有弊：利在于提升游戏操作性；弊在于对于没有玩过此类游戏的新手玩家来说过于困难，很容易劝退。4.地图灾难级别的地图设计。首先，游戏里可以说是毫无地图指引和物品拾取指引，加之地图场景大面积同色块、大量岔路，重复感很强。推荐大家（尤其是方向感弱的玩家）玩的时候找一份攻略地图来避免错过物品或迷路。其次，空气墙设置极为不合理。明明许多空气墙后面就是悬崖、岩壁，但是就是一定要在前面设置一个空气墙。5.剧情序章剧情表现就没绷住，看上去很唬人的巨灵神、四大天王和天兵天将完全就是背景板。二郎神和猴哥的战斗可以说是古惑仔级别的械斗，还不如看86版西游记然后回来自己脑补下。另外休息的时候偷看了结局，没想到总体就是抄伏地魔的魂器，实在让人难绷（如果是唯一结局）。6.总结和购买建议游戏整体上是个好游戏，但是过度营销似乎它成为了“国民游戏”吸引了大量关注。但要注意，不像战神这种有剧情模式的游戏，黑神话悟空属于偏向动作类型（BOSS战）的ARPG游戏，游戏主要内容就是BOSS战斗，游戏的主要乐趣来源也是BOSS战斗，适合类魂游戏等偏向硬核和自我挑战的玩家。如果你是此类游戏爱好者并且能够接受他的一些缺点 ，我还是推荐入手。但如果你是此类游戏新手或者小白玩家，它无法调整难度（毫无难度会使得游戏内容过于单薄），你很可能感受不到任何游戏的乐趣。
76561198818121524,https://steamcommunity.com/profiles/76561198818121524/,kinginsss,China,15,18,160,2024年8月21日,1,17.7,"还需打磨啊,宝剑锋从磨砺出"
zuogehaoren,https://steamcommunity.com/id/zuogehaoren/,炫饭,"California, United States",17,9,32,2024年8月21日,1,3.6,神中神，期待黑神话潘金莲
76561198429699131,https://steamcommunity.com/profiles/76561198429699131/,xianguo,,8,4,127,2024年8月21日,1,11.8,你会发现你即使地毯式搜索第二章图也有一大片区域找不到在哪，如果代入攻略视角，你会很惊奇，这藏的！这么牛。(另一种视角看待地图细节吧)不排除故意藏情节。很喜欢虎先锋的剧情，很扑朔迷离，为虎作伥，虎伥这名字绝了！！！
76561199032904748,https://steamcommunity.com/profiles/76561199032904748/,SCP1919810,"Hangzhou, Zhejiang, China",20,21,62,2024年8月21日,1,18.8,非常棒，战斗体验也很好，你能很明显的感觉得到你在逐渐变强，难度也是中规中矩，我在只接触过sifu第一二章和霍格沃兹遗产的情况下依然能够3次以内打赢任何一个boss（虎先锋除外）氪金十载，空饱无良厂商，今日一棒，喝退百万妖邪
76561199021153966,https://steamcommunity.com/profiles/76561199021153966/,Andness,,34,58,143,2024年8月20日,1,19.0,目前体验来说，除了部分空气墙问题以及性能优化问题外，此作近乎完美。超过222万人同时在线、超过96%的好评率，无不在证明这是一款无比优秀的作品。中国在大型买断制游戏市场上沉寂太久了，黑神话无疑是一款具有里程碑意义的游戏。
76561198094107618,https://steamcommunity.com/profiles/76561198094107618/,猴哥~猴哥,,20,20,251,2024年8月20日,1,17.8,干了一天，打到黄风怪被虐惨了。睡觉，明天起来接着干你
orziz,https://steamcommunity.com/id/orziz/,orzi!,,-1,-1,-1,2024年8月20日,1,19.9,逼虎先锋打了我仨小时
76561199085807412,https://steamcommunity.com/profiles/76561199085807412/,开百式的大哥哥,,-1,-1,-1,2024年8月20日,1,8.4,目前来说没有问题
xiefeiwoshiren,https://steamcommunity.com/id/xiefeiwoshiren/,反补世界树,,27,8,133,2024年8月20日,1,19.1,期待了几年了 很怕大家捧得太高 抱着捏把汗的心情一点一点推进 第一章打完后眼角都润了 战斗 音乐 剧情 文化底蕴 场景 完美的融合 史诗级的作品 中国人的3A！我心目中的年度最佳！
76561198284899352,https://steamcommunity.com/profiles/76561198284899352/,704418890,,-1,-1,-1,2024年8月20日,1,7.9,亲切，爽，爱玩！
867097114,https://steamcommunity.com/id/867097114/,MZM.穆子穆,"Taiyuan, Shanxi, China",28,33,670,2024年8月20日,1,7.2,7小时打完虎先锋。瑕不掩瑜，瑜不掩瑕。瑕不掩瑜：场景大氛围出色大场面非常震撼。美术资产细节量大到令人发指。文案考究，配音生动配合写实的画面代入感极强，场景音效细节出彩，手柄震动反馈调试非常舒适，战斗打击感极其到位。瑜不掩瑕：手感十分诡异角色动作切换不连贯，角色操作起来动画表现虽然看似迅速灵活但实际操作不是很跟手却显得笨重，尤其是点按重击时的动画衔接非常不流畅，引导几乎没有。高配画质和中低配简直是两个游戏，在中配画质下扫描资产暴力减面导致的模型诡异的三角阴影，暗部细节丢失严重。第一章场景树叶毛碎多如噪点，第二章的场景大面积过曝和lumen产生的锐化毛刺再加上迷路使我头晕目眩。玩法差强人意但演出完全超出预期。目前完全能给到80分，非常期待能有针对低配置的视觉优化。迭代操作手感和增加难度分级（不然我这种彩笔只能启动风灵月影了）。
76561198066017494,https://steamcommunity.com/profiles/76561198066017494/,丁珍真珠,,-1,-1,-1,2024年8月20日,1,12.7,别联名什么瑞幸了，联名个香槟让我买一瓶来开一下，要是下个月解限机也开服了我就去南普陀捐2000香火钱，庆祝一下国产游戏的香槟纪元
76561198800484236,https://steamcommunity.com/profiles/76561198800484236/,乐乐,,8,5,115,2024年8月20日,1,16.9,这就是我小时候做梦都想玩到的游戏。
76561198296387451,https://steamcommunity.com/profiles/76561198296387451/,1134531555,China,13,8,69,2024年8月20日,1,13.7,免费获取的产品好玩，第一天就玩了9小时
76561198314796657,https://steamcommunity.com/profiles/76561198314796657/,镇元子特价人参果,China,10,11,142,2024年8月20日,1,4.7,这是MC82的游戏？IGN出列！GameSpot出列！瞎打低分的多元化智障媒体出列！
76561198345774616,https://steamcommunity.com/profiles/76561198345774616/,八分书10086,,22,20,94,2024年8月20日,1,4.4,我只能说好
76561199029780010,https://steamcommunity.com/profiles/76561199029780010/,Fading Wind,"Tianjin, China",7,-1,-1,2024年8月20日,1,8.4,牛逼
76561198185848231,https://steamcommunity.com/profiles/76561198185848231/,⎛⎝ฅ 琉小璃 ฅ⎠⎞,China,73,18,209,2024年8月20日,1,4.8,最后让你痛苦的不是远方的高山，而是鞋底的沙子。沙子是无穷无尽的，但是你想走到那座山，就得忍受这样的过程。你在认清这个事情，但这很棒，不就是要认清这个事情吗？ “踏上取经路，比抵达灵山更重要。”
76561198283917133,https://steamcommunity.com/profiles/76561198283917133/,Madoka Kamiさいこう,China,30,32,207,2024年8月20日,1,4.5,感谢游戏科学，让我有机会圆了小时候想当齐天大圣的梦。
azhuge233,https://steamcommunity.com/id/azhuge233/,azhuge233,China,87,227,1624,2024年8月20日,1,16.7,大头大头，看门不愁。你有天命，我有大头。引用自 西游记 第一回 灵根育孕源流出 心性修持大道生：也是他运至时来，自登木筏之后，连日东南风紧，将他送到西北岸前，乃是南赡部洲地界。持篙试水，偶得浅水，弃了筏子，跳上岸来，只见海边有人捕鱼、打雁、挖蛤、淘盐。他走近前，弄个把戏，妆个𡤫虎，吓得那些人丢筐弃网，四散奔跑。将那跑不动的拿住一个，剥了他衣裳，也学人穿在身上，摇摇摆摆，穿州过府，在市尘中，学人礼，学人话。朝餐夜宿，一心里访问佛仙神圣之道，觅个长生不老之方。见世人都是为名为利之徒，更无一个为身命者。正是那：争名夺利几时休？早起迟眠不自由！骑着驴骡思骏马，官居宰相望王侯。只愁衣食耽劳碌，何怕阎君就取勾？继子荫孙图富贵，更无一个肯回头！
76561199190219777,https://steamcommunity.com/profiles/76561199190219777/,竹林里吟诗执念,"Anhui, China",10,8,54,2024年8月20日,1,16.3, 小妖的故事好看爱看，每个小妖都有背景故事和影神图，用心良苦。即使没看过西游记也能摸清怪物们之间的关系，看过西游记的更能领略到熟悉的角色以另一种方式展现另一面带来的游戏性和艺术性的魅力。一个是四大名著之一，一个是国内3a先锋。不得不由衷感慨，一直期待咱们自己的文化在全球收到喜爱，游科终于开了一条路。当然游戏毕竟没有完美的，有几处bug：附近没有妖怪但是上香用不了；索敌光标乱飘，怪物到身边光标飞天上；打斗明明很近却总是空棍（黑熊脚底下打不到腿）；破坏物品后碎片在空中颤抖。另外没有地图容易绕晕，地图设计没有让人惊叹的点，台词设计还有进步空间。音乐绝对称得上顶尖，画面风景也不错，期待年底拿奖
Y1kun,https://steamcommunity.com/id/Y1kun/,一菌小透明,China,95,59,471,2024年8月20日,1,17.4,宇宙究极无敌超绝推荐真正意义上的国产3A旷世神作！！！
76561199260622911,https://steamcommunity.com/profiles/76561199260622911/,sorasaki,China,13,12,76,2024年8月20日,1,5.7,闪避的手感对我来说略显怪异，空气墙也是个槽点，好在收集要素丰富，招式也很帅，风景很有中式风格，好看，爱看。对得起我长久以来的期待，狠狠爽玩！
76561198834296054,https://steamcommunity.com/profiles/76561198834296054/,天气预报,,7,6,61,2024年8月20日,1,11.3,音乐美术运镜体验勾起了儿时看西游记电视剧的回忆，也是这样的夏天，伴着老电视老风扇和西瓜。终于等到了这么一天，伴着显示器空调和西瓜，我们能在游戏中成为童年憧憬的模样，走上这条神魔并存的西游之路，荡尽妖魔，体验成为齐天大圣的感觉。四年的等待，终未负吾。
76561198358369734,https://steamcommunity.com/profiles/76561198358369734/,风月,China,7,4,64,2024年8月20日,1,7.7,玩哭了
76561199139146272,https://steamcommunity.com/profiles/76561199139146272/,Chubby III,,19,12,39,2024年8月20日,1,0.8,八十一难第一难：明天上班
76561198964033819,https://steamcommunity.com/profiles/76561198964033819/,夜水母,China,13,7,199,2024年8月20日,1,19.8,爽，真的爽，超级无敌巨无霸爽，感谢游科！
76561199090441119,https://steamcommunity.com/profiles/76561199090441119/,池鳞,,8,6,75,2024年8月20日,1,5.7,令人感叹。
76561198386346216,https://steamcommunity.com/profiles/76561198386346216/,Turing,,7,4,31,2024年8月20日,1,7.3,抛开情怀，黑神话悟空比大厂的罐头游戏强。但距离那前1%的优秀游戏队列仍有距离。如果满分是100.我认为黑神话悟空的得分应该在85—89
76561199571888882,https://steamcommunity.com/profiles/76561199571888882/,Operah,"Nanjing, Jiangsu, China",20,13,79,2024年8月20日,1,13.7,这两天激动的睡不着觉，《黑神话悟空》作为中国的第一部3a，我认为他是满分，他让国产游戏产业逐渐从商品型消费游戏，开始向文化性产品的转变。让游戏产业真正摆脱“电子海洛因、教育杀手”的污名，成为优秀文化市场中不可或缺、充满生命力的一环。
76561198119490829,https://steamcommunity.com/profiles/76561198119490829/,Sliencer,,52,77,465,2024年8月20日,1,13.4,boss rush 爽！
76561199079092731,https://steamcommunity.com/profiles/76561199079092731/,UU,,-1,-1,-1,2024年8月20日,1,10.3,伟大，无需多言
76561199052775798,https://steamcommunity.com/profiles/76561199052775798/,低人一等罗志祥,,5,4,19,2024年8月20日,1,16.3,启动再关闭就是10小时，代入感强探索欲望高，美术和动作都作为闪光点深深的震撼我，希望他可以作为领头带领中国单机市场发光发热
76561198102494351,https://steamcommunity.com/profiles/76561198102494351/,苏印纯,China,11,7,73,2024年8月20日,1,13.0,非常非常喜欢  沉浸感  代入感  圆梦了
76561198324667536,https://steamcommunity.com/profiles/76561198324667536/,licang,,-1,-1,-1,2024年8月20日,1,4.7,我觉得最好的游戏，开香槟芜湖！！！！！！！！！！
76561198129715018,https://steamcommunity.com/profiles/76561198129715018/,outsider52554,China,12,9,309,2024年8月20日,1,10.3,我什么破电脑啊，1660ti啊，居然可以带得起来，甚至还挺流畅最重要的是全程没遇到一个bug，是因为我不是13900k吗？刚刚打完石敢当，今日休战，明日再续
76561198821195335,https://steamcommunity.com/profiles/76561198821195335/,高田雪绘,China,7,5,16,2024年8月20日,1,11.0,黑神话悟空只需要拿年度最佳就好了，而原神需要考虑的就很多了
76561198293794154,https://steamcommunity.com/profiles/76561198293794154/,Keith,"Chongqing, China",62,80,122,2024年8月20日,1,12.9,“踏上取经路，比抵达灵山更重要”支持一下国产第一部3A大作不仅是一款游戏，也是中国文化的载体通过顶级游戏制作将传统文化推向世界让世界看到中国故事，就是​最好的文化输出感谢游戏科学团队的精心制作，​推荐感兴趣的朋友去b站看新华网对话制作人冯导的节目
YMmimi,https://steamcommunity.com/id/YMmimi/,MineralWater,"Guangzhou, Guangdong, China",41,15,135,2024年8月20日,1,8.9,以游戏科学的开发历史来讲，这是一款令我感慨的游戏。几十人团队起步到百人短短四年的打磨，呈现出如此高完成度的游戏，这无疑是值得赞叹的。这游戏也是做到了真正意义上的文化输出，至少对于我来说在8月20日之前我开始不断补习西游记的相关知识。希望这不是中国游戏的巅峰，希望这只是一个开端。
76561198847709934,https://steamcommunity.com/profiles/76561198847709934/,可达鸭进化,,8,6,95,2024年8月20日,1,9.6,该夸！配赚这份钱！国产游戏现在都什么b环境了，期待这么个好游戏太久了！以下优点：每个boss都有自己的攻击逻辑和特点，点名表扬黑风大王的枪术，和于承惠老爷子的那种枪术大师风范，传统文化融合的非常好！有自己的攻击逻辑，不像某游戏的读指令，感觉起来就是很有武德，战斗，爽！终于有国配了！国产游戏配音就是爽！就是地道！语音还很丰富！音乐也很爽，美术我就不夸了，因为我电脑配置欣赏不到( ó × ò)不过优化还是挺好的，2060可以流畅全中游玩这才是3A！希望游科善待每一位员工，有福同享有誉同当，遗憾和分歧留在游戏里就够了。
76561198342762265,https://steamcommunity.com/profiles/76561198342762265/,str8y3r,"Guangdong, China",74,85,405,2024年8月20日,1,29.2,我不知道我想说什么，就像我现在面对这个文本框，我如何完整地表达出内心的情不自禁。途经过北欧雪山的荒凉神话，和那对父子同行；见证过德雷克和劳拉抛出的每一次绳索，进入未知的海域；紧握过我和艾尔登巨兽同时丝血局面的手柄，我知道接下来的结局需要由我和同样经历过这种紧张的玩家来书写。如今，他是那么独一无二地站在那里，桀骜不驯却成为了多少孩子曾经心中的王者，多少人那份血脉被激起，多少人明白这个游戏代表的不只是游戏，这种闯荡出的壮举，我很难不去将我能想到的赞美之词全部都宣泄出来，让大家都知道我们也能做到我们也很厉害，此时此刻，仿佛这款游戏本身就是悟空。横空出世，响彻寰宇。但是我发现，或许有时候最好最完美的赞美，全部的全部，最后的最后，只剩下潦草几句：悟空，永远大圣。
76561198363912648,https://steamcommunity.com/profiles/76561198363912648/,@带带小师妹,,16,13,140,2024年8月20日,1,5.2,早上上班卡点打开玩了序章，只有两个字，感动。看到齐天大圣的那一刻，我的民族意识再一次觉醒了，我为我们传承至今的文化感到无比自豪。感谢游戏科学的努力，剩下的等我做完组会PPT再玩吧。
76561198846682374,https://steamcommunity.com/profiles/76561198846682374/,Yun Ting,,8,-1,-1,2024年8月20日,1,12.9,在异世界施展魔法对抗暗黑生物，在美国西部感受风土人情，在钢铁丛林里飞檐走壁……这些都固然不错，但在这些作品中，“我”终究是各种意义上的旁观者，但是我还是希望有一天，能够玩到独属于中国玩家，或者中国玩家能够深深共鸣的大作。而现在这一天切实的到来了。
76561198953678413,https://steamcommunity.com/profiles/76561198953678413/,神农看了说好菜,"Daye, Hubei, China",8,6,98,2024年8月20日,1,6.8,非常好的游戏，使我被3刀击碎猴王梦，爱来自天命人
76561199296850421,https://steamcommunity.com/profiles/76561199296850421/,三十一画生,,4,-1,-1,2024年8月20日,1,17.0,我好菜。
76561199370481222,https://steamcommunity.com/profiles/76561199370481222/,Kuma,China,5,6,63,2024年8月20日,1,19.0,伟大，无需多言
76561198094070069,https://steamcommunity.com/profiles/76561198094070069/,Mikaku,China,110,109,1007,2024年8月20日,1,22.9,好玩 爱玩
76561199489412451,https://steamcommunity.com/profiles/76561199489412451/,万物无雨,"Laiwu, Shandong, China",20,10,26,2024年8月20日,1,8.7,伟大，无需多言
jokandmore,https://steamcommunity.com/id/jokandmore/,JOKANDMORE,"Wuxi, Jiangsu, China",95,92,502,2024年8月20日,1,14.6,上线当天140W+人，兄弟们，回家当大圣了！直接从10点玩到晚上了，太他妈惊喜了！
76561199633519271,https://steamcommunity.com/profiles/76561199633519271/,H',,6,3,23,2024年8月20日,1,11.3,豪玩一逼
76561199029971843,https://steamcommunity.com/profiles/76561199029971843/,军工圣殿后勤主任,,6,5,41,2024年8月20日,1,9.6,再走西游路，在儿时阅读出的“大圣意气”之外，竟然还能带来不少新的思考，只此一事便值。
76561198873640354,https://steamcommunity.com/profiles/76561198873640354/,CloudZ,,6,5,35,2024年8月20日,1,5.8,nice
76561198415698281,https://steamcommunity.com/profiles/76561198415698281/,执着的攀岩男,China,6,3,31,2024年8月20日,1,9.1,不错
FL4SH3,https://steamcommunity.com/id/FL4SH3/,pleiades,,24,16,102,2024年8月20日,1,6.9,好！
76561198216795188,https://steamcommunity.com/profiles/76561198216795188/,暗号,"Quanzhou, Fujian, China",15,9,71,2024年8月20日,1,12.8,惊艳啊！！太惊艳了！！我给满分！！！出色的画面、打击感、剧情演绎，以及各种大小boss高质量的演出，就算是不带国产情怀也是难得一见的大作！这质量平心而论完全不比战神5差！
zouzhi,https://steamcommunity.com/id/zouzhi/,多智而近妖,China,47,26,576,2024年8月20日,1,27.1,我等待这个游戏已经整整四年，四年改变了很多，我也不是当时的我了，不过能玩到这个游戏还是给我现在灰暗的生活带来了一些快乐，不过地图太大太空，容易迷路，以及空气墙太多是我很难接受的缺点。
RazorSammo,https://steamcommunity.com/id/RazorSammo/,[HAN]RazorSammo,"Chengdu, Sichuan, China",35,63,945,2024年8月20日,1,15.0,猿神就是我爹
76561198318703004,https://steamcommunity.com/profiles/76561198318703004/,Yanshen22,China,11,11,111,2024年8月20日,1,8.1,梦中的游戏，cn的第一步也是一大步。
76561198377899773,https://steamcommunity.com/profiles/76561198377899773/,核桃,China,35,18,96,2024年8月20日,1,3.7,‘’四海翻腾云水怒，五洲震荡风雷激。‘’  ‘’今日欢呼孙大圣，只缘妖雾又重来。‘’ 
76561198974371201,https://steamcommunity.com/profiles/76561198974371201/,Jorteen,,7,5,68,2024年8月20日,1,9.5,中国人的英雄--齐天大圣孙悟空
